LEIM1,LEIM2,TaxaID
0.6240867639917128,0.020075280671014037,A
0.4948067821763581,0.2403466656282691,B
-0.15716551143266633,0.11675973976227182,K
-0.4578409522412199,0.49276747476566196,L
-0.18959200979209864,0.09193576867885733,M
-0.2051907636553843,0.05597231718614988,N
0.09933476661800363,-0.229844344645767,R
-0.20843907566493294,-0.7880129020464518,S
