LEIM1,LEIM2,LEIM3,TaxaID
-0.01819795067070596,-0.017281985900659092,0.00825588670843957,A34Benga
0.007538723974582092,0.13194112708974237,-0.2462488884041921,A72Ewondo
-0.019191336047370906,-0.03964028054588158,0.020329178665313915,A751Fang
-0.020037293558731337,-0.045123041545773915,0.02324722464184346,A751FangMakina
-0.007927965930149394,0.1646068785095268,-0.10802678052238522,A75Fang2dMake
-0.0162153458174676,-0.025195163685531215,0.012315162946491915,B11cGalwa
-0.019984641177170567,-0.045339895295603276,0.02335860967971471,B25Kota
-0.022956508785373832,-0.03148582431883412,0.016036747531850113,B27Sake
-0.014370910264664876,-0.012454464983810698,0.005060090041870336,B31Tsogo
-0.02082280031389307,-0.0390611641185863,0.02011918420578704,B41Shira
-0.0208673253785424,-0.03890775072027763,0.020026083166856046,B43Punu
-0.016635360105638188,-0.04678240752136856,0.02528427332678649,B51Duma
-0.01998464583377634,-0.04533990755200575,0.023358615304040972,B521Nzebi
-0.023793009357428334,-0.02943987953980304,0.014933511483866284,B62Mbamba
-0.020185889006585574,-0.04545625354776824,0.023430473171877117,B63Ndumo
-0.021906971302996833,-0.010258310476806396,0.003585586536296872,B735Teke
-0.020059517158844246,-0.045067021015862525,0.02321697588840241,B84Mpuono
-0.020006890028777966,-0.04528388687242236,0.023328360554502547,B85Yanz
-0.02142291573879262,-0.02998548702906838,0.016071573786913047,C13Mbati
0.9897180578928758,-0.060547228238347274,0.03150957339249689,C55Kele
-0.006035402437630268,-0.04539729288108032,0.04830801104336506,E51Gikuyu
0.012464910024555239,0.2258127225436471,-0.27338589895656,E55Kamba
-0.004525371676175549,-0.01457978571902834,0.010117392670832863,Efi
-0.019599954343119917,-0.04505504289635275,0.023839857722480068,F21Sukuma
0.009113800522178651,0.15590122691621205,-0.10143645614630174,G11Gogo
0.012156752084394847,0.2748036617844824,-0.20107963887088426,G22Pare
-0.019820727781014506,-0.04415433440441407,0.022656026859536098,H16hSikongo
-0.013663763303422286,-0.040165698311516194,0.02495392221407964,H31Yaka
-0.018824983763164767,-0.04412130639405278,0.02228985359018382,K11Ciokwe
-0.019019851308539774,-0.04518833668652247,0.022942084316067448,K14Lwena
-0.0189759417513396,-0.04544585032234643,0.02314723867819622,K15Mbunda
-0.018824648695957888,-0.04475908005898119,0.02280624816275746,K19Gangela
-0.018720095688823588,-0.04416684769068075,0.022727744805706353,K222LundaMwinilunga
-0.01918002924200976,-0.044139278201803425,0.022514374662866658,K31Luyi
-0.018739328243404064,-0.046227999759185574,0.023493400039229423,K33Kwangali
-0.020098216741980302,-0.04519887032569033,0.023267056923479842,K41Totela
-0.017652557328192712,-0.044761277490058114,0.022668814385867667,L342Hembamambwe
-0.01777777801699062,-0.045110677194143675,0.022713674635274104,L42Kaonde
-0.018687484394314117,-0.04576367078566129,0.023223922148082783,L62Nkoya
-0.018231729920374622,-0.04455612243968193,0.02267094941535409,M42Bemba
-0.01737742693647154,-0.04298194755684389,0.021901959555369912,M43Aushi
-0.015817877769358286,0.0033063397681529372,-0.0022906049364337135,M52Lala
0.008256755316056155,0.7227593388501258,0.6604874999664877,M54Lamba
-0.019000228448186714,-0.04388124633409769,0.022333620082354382,M61Lenje
-0.01896261948129724,-0.045553000170699375,0.023257629492660827,M64Tonga
-0.013333973026254454,-0.03739031278465483,0.01932884407108681,N212Tumbuka
-0.01722498407832814,-0.043084916952869194,0.021633673345158293,N31bCewa
-0.01749104671352559,-0.04399908052035903,0.02282886021204732,N41Senga
0.007759050884771726,0.19162958263988178,-0.2346470651277142,N44Sena
-0.018628804987315797,-0.04566439994000025,0.02283527943269558,R111Umbundu
-0.017982904383887915,-0.04463026520221192,0.022809225092650393,R21Kwanyama
-0.01845184020038313,-0.04481452324000607,0.022581160666890424,R31Herero
-0.017875831697034283,-0.04178266673598773,0.02144522880229262,S10Shona
0.007263412716705714,0.09193881328997286,-0.2506368092367873,S15Ndau
-0.018450864058371926,-0.0450051923715967,0.02309884712800837,S16Kalanga
-0.01801140332931094,-0.04379820649470198,0.022558861467889886,S21Venda
-0.01781638781172712,-0.04321819414872148,0.022271848795513013,S31dKhalaxadi
-0.017399482108190627,-0.0423557439848812,0.021756930668280463,S31Tswana
-0.019141186448271657,-0.015056537312606333,0.007408218742403677,S33Sotho
-0.018619430747559642,-0.045611280780656675,0.022843041295638543,S34Lozi
-0.019360498245722745,-0.04427293070197816,0.022835039260831125,S41Xhosa
-0.019477595621129544,-0.01900114519880747,0.012065186799546747,S42Zulu
-0.017302211802284792,-0.042965362226427016,0.02170413337128056,S44Ndebele
-0.01827123101209147,-0.04280296094318641,0.021915669538506814,S45Ngoni
0.007966874829613804,0.3708010016159122,-0.46891915005770507,S51Tswa
-0.018241154013323296,-0.04577626428373028,0.023147052683109716,S53Tsonga
-0.017985693495384716,-0.04568288420160987,0.02311636872436995,S54Ronga
-0.017068520716958028,-0.04273020645141243,0.0226994297571814,Yor
