x,y,z,TaxaID
-28.08110692039898,-1.2709660135555618,2.33412046869056,A34Benga
-28.06610498681723,-1.281954343688404,2.303548462997362,A72Ewondo
-28.071813220135088,-1.247491503575587,2.3231484620237683,A751Fang
153.863975121008,-5.015628733039308,0.292127755187073,A751FangMakina
-28.0794263929777,-1.2685813621624116,2.324510426843137,A75Fang2dMake
-28.071798659046443,-1.2721268520293436,2.3124601813188854,B11cGalwa
153.86487498012184,-5.014016567612249,0.29161716960253775,B25Kota
-28.08097786083636,-1.2955913500094571,2.321873901581338,B27Sake
-28.07527257860109,-1.265823229877862,2.3299967337234078,B31Tsogo
-28.073321286317803,-1.2781808714066054,2.3153223223461716,B41Shira
-28.07791046242995,-1.2727406572782807,2.330793012680747,B43Punu
-28.069014070172358,-1.2662631098176405,2.337069903462864,B51Duma
153.86491304791102,-5.013975218280053,0.2911672923464771,B521Nzebi
-28.078750230284594,-1.2890317189117724,2.3192237406604406,B62Mbamba
153.86483041830317,-5.014120578114717,0.2909286784358639,B63Ndumo
-28.08189853949601,-1.2792538225655774,2.3263280431550015,B735Teke
153.86370999450025,-5.017520308102089,0.2894786242012186,B84Mpuono
153.86482788036915,-5.018133853823379,0.28821654599099755,B85Yanz
-25.550099595804337,-1.5422144258467458,-20.265294349217307,C13Mbati
-28.080881342612035,-1.2995369361498088,2.325649534892272,C55Kele
-28.07397517543644,-1.2922040113753672,2.3378171488049473,E51Gikuyu
-28.073861178690493,-1.299987670582482,2.3386062066399513,E55Kamba
-28.069781660281457,-1.271330237061372,2.3407455744724257,Efi
153.86373662633784,-5.02057300418306,0.3033904113923952,F21Sukuma
-28.064865248977217,-1.2959819035185343,2.3339192524135433,G11Gogo
-28.082022157110014,-1.2797594067618714,2.319360335902304,G22Pare
153.86445782681605,-5.0067161260157835,0.30277581634026246,H16hSikongo
-25.5121163902104,-1.449570457595477,-20.191577063536172,H31Yaka
-28.053554227148766,-1.2766964733467416,2.3292996972106716,K11Ciokwe
-28.05536241326957,-1.2672210935854833,2.3272010760291644,K14Lwena
-28.05400308150196,-1.2660390927612024,2.3269400566639353,K15Mbunda
-28.053038401255506,-1.2701564225839752,2.333649187043099,K19Gangela
-28.054123256452286,-1.2764521305648342,2.3323637578879617,K222LundaMwinilunga
-28.044060540521585,-1.2673280990295452,2.322824125478221,K31Luyi
-28.06139898389254,-1.2731831090335217,2.3304350569012526,K33Kwangali
153.86455115036244,-5.019558888880403,0.2919293323339638,K41Totela
-28.05693996722426,-1.2657027780371475,2.3201524824245605,L342Hembamambwe
-28.06214310335926,-1.270648908613847,2.338298696267755,L42Kaonde
-28.05727329496737,-1.270436383412794,2.325126521324409,L62Nkoya
-28.051203271490042,-1.2746997276981689,2.34345033821907,M42Bemba
-28.057666029532633,-1.2774054037953462,2.3337133174780273,M43Aushi
45.554236354291966,124.32681769077764,-0.3735977882032566,M52Lala
-28.060464865546145,-1.2651356939544693,2.3363955854076095,M54Lamba
-28.033946371258736,-1.2626626361496602,2.3173551141230244,M61Lenje
-28.05521268694237,-1.2693380493878512,2.325235696291242,M64Tonga
-28.070981045754895,-1.2635429415763866,2.337007678482173,N212Tumbuka
-28.059639948938432,-1.291739579712204,2.323712474432544,N31bCewa
-28.058482892702763,-1.2597302902769438,2.3191373824006414,N41Senga
-28.06969177075573,-1.3012328855278836,2.3218422860595553,N44Sena
-28.054218729225624,-1.2696225759381117,2.3318562080544796,R111Umbundu
-28.05727398722082,-1.2764779425948294,2.329885337257244,R21Kwanyama
-28.05746917625816,-1.2868358743170158,2.3400894528967924,R31Herero
-28.056878146465078,-1.2748701927276174,2.3593716238090887,S10Shona
-28.063503926948027,-1.2667945824158713,2.335574209513177,S15Ndau
-28.055166037900854,-1.2762204622394833,2.331032136802581,S16Kalanga
-28.050944962563154,-1.2883659271566532,2.3422647562793175,S21Venda
-28.047600534434043,-1.2883107403964864,2.34433809235177,S31dKhalaxadi
-28.03953284717613,-1.2856467117135129,2.3436108149740322,S31Tswana
-22.887152914907773,-1.8003999597620555,-42.816928662997334,S33Sotho
-28.05594795628651,-1.2714696288188947,2.3361240678904034,S34Lozi
153.86310158697836,-5.0216865489989475,0.30497956051297515,S41Xhosa
-22.914598783050437,-1.7354212665683941,-42.827791134829226,S42Zulu
-28.06510186455276,-1.2899940195540116,2.33569701931706,S44Ndebele
-28.051875610543618,-1.284497251401746,2.3375597664482486,S45Ngoni
-28.07632046979646,-1.2710431338010768,2.337983643353035,S51Tswa
-28.056921105631435,-1.275103292076305,2.3331156949879834,S53Tsonga
-28.05531779188523,-1.2663394602378932,2.334161310522058,S54Ronga
-28.067206033003682,-1.2695332591902504,2.3372794352488415,Yor
