x,y,GuthrieZone
-17.795561639840823,-0.08046001600521901,A
-17.79843080785566,0.08150075348393983,B
-17.648979027052164,0.041588033391407576,K
-17.62085720871329,0.09452858760207757,L
123.76064818221218,-0.04645734316089122,M
-17.62996265539989,9.800392702449246e-4,N
-17.646195611076582,-0.018035518842975457,R
-17.62066123227381,-0.07364453573851985,S
